[opt] evaluating low-fidelity baseline candidate
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 425.4m/s ( 826.8kt) mach=1.25 eff_mach=1.375 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -50.3,32733.9]m
[sim] emission 51/72 (count= 70.8%, route= 24.2%) time=2026-02-09T18:08:20+00:00 elapsed=   8.33m eta=   3.50m | aircraft lat=+44.2559 lon= -90.7806 alt=16752.3m ( 54961.6ft) speed= 399.2m/s ( 776.1kt) mach=1.17 eff_mach=1.285 | mode=enroute | atmo T=213.42K RH=  1.2% p=  91.87hPa c=292.86m/s w_proj=+17.89m/s c_eff=310.75m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -34.3,32856.7]m
[sim] emission 52/72 (count= 72.2%, route= 24.7%) time=2026-02-09T18:08:30+00:00 elapsed=   8.50m eta=   3.33m | aircraft lat=+44.2397 lon= -90.7337 alt=16781.2m ( 55056.3ft) speed= 399.2m/s ( 775.9kt) mach=1.17 eff_mach=1.285 | mode=enroute | atmo T=213.41K RH=  1.2% p=  91.47hPa c=292.85m/s w_proj=+17.80m/s c_eff=310.65m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.4 cutoff=no terminal_alt=[  -40.5,32780.5]m
[sim] emission 53/72 (count= 73.6%, route= 25.1%) time=2026-02-09T18:08:40+00:00 elapsed=   8.67m eta=   3.17m | aircraft lat=+44.2233 lon= -90.6869 alt=16812.6m ( 55159.5ft) speed= 399.2m/s ( 775.9kt) mach=1.17 eff_mach=1.285 | mode=enroute | atmo T=213.33K RH=  1.2% p=  91.02hPa c=292.80m/s w_proj=+17.77m/s c_eff=310.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.1 cutoff=no terminal_alt=[  -64.0,32665.6]m
[sim] emission 54/72 (count= 75.0%, route= 25.6%) time=2026-02-09T18:08:50+00:00 elapsed=   8.83m eta=   3.00m | aircraft lat=+44.2069 lon= -90.6402 alt=16846.7m ( 55271.3ft) speed= 399.1m/s ( 775.8kt) mach=1.17 eff_mach=1.285 | mode=enroute | atmo T=213.31K RH=  1.2% p=  90.54hPa c=292.78m/s w_proj=+17.72m/s c_eff=310.50m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.6 cutoff=no terminal_alt=[  -60.1,32780.0]m
[sim] emission 55/72 (count= 76.4%, route= 26.1%) time=2026-02-09T18:09:00+00:00 elapsed=   9.00m eta=   2.83m | aircraft lat=+44.1904 lon= -90.5935 alt=16883.4m ( 55391.6ft) speed= 399.1m/s ( 775.8kt) mach=1.17 eff_mach=1.286 | mode=enroute | atmo T=213.18K RH=  1.2% p=  90.02hPa c=292.70m/s w_proj=+17.69m/s c_eff=310.38m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.8 cutoff=no terminal_alt=[   -3.9,32867.8]m
[sim] emission 56/72 (count= 77.8%, route= 26.6%) time=2026-02-09T18:09:10+00:00 elapsed=   9.17m eta=   2.67m | aircraft lat=+44.1739 lon= -90.5469 alt=16922.7m ( 55520.6ft) speed= 399.1m/s ( 775.7kt) mach=1.17 eff_mach=1.286 | mode=enroute | atmo T=213.16K RH=  1.2% p=  89.46hPa c=292.68m/s w_proj=+17.64m/s c_eff=310.32m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.9 cutoff=no terminal_alt=[  -37.3,32891.2]m
[sim] emission 57/72 (count= 79.2%, route= 27.1%) time=2026-02-09T18:09:20+00:00 elapsed=   9.33m eta=   2.50m | aircraft lat=+44.1573 lon= -90.5003 alt=16964.6m ( 55658.2ft) speed= 399.1m/s ( 775.7kt) mach=1.17 eff_mach=1.286 | mode=enroute | atmo T=213.10K RH=  1.2% p=  88.87hPa c=292.64m/s w_proj=+17.56m/s c_eff=310.21m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.1 cutoff=no terminal_alt=[  -33.4,32845.0]m
[sim] emission 58/72 (count= 80.6%, route= 27.6%) time=2026-02-09T18:09:30+00:00 elapsed=   9.50m eta=   2.33m | aircraft lat=+44.1407 lon= -90.4537 alt=17009.0m ( 55803.7ft) speed= 399.0m/s ( 775.6kt) mach=1.17 eff_mach=1.287 | mode=enroute | atmo T=213.11K RH=  1.2% p=  88.25hPa c=292.65m/s w_proj=+17.45m/s c_eff=310.09m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.6 cutoff=no terminal_alt=[  -32.4,32868.5]m
[sim] emission 59/72 (count= 81.9%, route= 28.0%) time=2026-02-09T18:09:40+00:00 elapsed=   9.67m eta=   2.17m | aircraft lat=+44.1247 lon= -90.4069 alt=17051.0m ( 55941.7ft) speed= 399.0m/s ( 775.6kt) mach=1.17 eff_mach=1.287 | mode=enroute | atmo T=213.12K RH=  1.2% p=  87.66hPa c=292.65m/s w_proj=+17.43m/s c_eff=310.08m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.1 cutoff=no terminal_alt=[  -13.3,32880.0]m
[sim] emission 60/72 (count= 83.3%, route= 28.5%) time=2026-02-09T18:09:50+00:00 elapsed=   9.83m eta=   2.00m | aircraft lat=+44.1094 lon= -90.3595 alt=17089.9m ( 56069.3ft) speed= 399.0m/s ( 775.6kt) mach=1.17 eff_mach=1.287 | mode=enroute | atmo T=213.10K RH=  1.2% p=  87.11hPa c=292.64m/s w_proj=+17.32m/s c_eff=309.96m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.2 cutoff=no terminal_alt=[  -15.1,32783.9]m
[sim] emission 61/72 (count= 84.7%, route= 29.0%) time=2026-02-09T18:10:00+00:00 elapsed=  10.00m eta=   1.83m | aircraft lat=+44.0946 lon= -90.3119 alt=17126.5m ( 56189.4ft) speed= 398.9m/s ( 775.5kt) mach=1.17 eff_mach=1.287 | mode=enroute | atmo T=213.15K RH=  1.2% p=  86.60hPa c=292.67m/s w_proj=+17.24m/s c_eff=309.91m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.4 cutoff=no terminal_alt=[  -19.1,32942.1]m
[sim] emission 62/72 (count= 86.1%, route= 29.5%) time=2026-02-09T18:10:10+00:00 elapsed=  10.17m eta=   1.67m | aircraft lat=+44.0802 lon= -90.2641 alt=17161.6m ( 56304.3ft) speed= 398.9m/s ( 775.5kt) mach=1.17 eff_mach=1.288 | mode=enroute | atmo T=213.13K RH=  1.2% p=  86.11hPa c=292.66m/s w_proj=+17.07m/s c_eff=309.74m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.4 cutoff=no terminal_alt=[  -27.2,32948.1]m
[sim] emission 63/72 (count= 87.5%, route= 30.0%) time=2026-02-09T18:10:20+00:00 elapsed=  10.33m eta=   1.50m | aircraft lat=+44.0662 lon= -90.2161 alt=17195.7m ( 56416.4ft) speed= 398.9m/s ( 775.3kt) mach=1.17 eff_mach=1.288 | mode=enroute | atmo T=213.12K RH=  1.2% p=  85.64hPa c=292.65m/s w_proj=+16.96m/s c_eff=309.61m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.6 cutoff=no terminal_alt=[  -11.4,32705.4]m
[sim] emission 64/72 (count= 88.9%, route= 30.5%) time=2026-02-09T18:10:30+00:00 elapsed=  10.50m eta=   1.33m | aircraft lat=+44.0524 lon= -90.1680 alt=17229.4m ( 56527.0ft) speed= 398.8m/s ( 775.3kt) mach=1.17 eff_mach=1.288 | mode=enroute | atmo T=213.16K RH=  1.2% p=  85.17hPa c=292.68m/s w_proj=+16.91m/s c_eff=309.60m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.8 cutoff=no terminal_alt=[  -23.6,32880.9]m
[sim] emission 65/72 (count= 90.3%, route= 30.9%) time=2026-02-09T18:10:40+00:00 elapsed=  10.67m eta=   1.17m | aircraft lat=+44.0389 lon= -90.1198 alt=17263.1m ( 56637.6ft) speed= 398.8m/s ( 775.3kt) mach=1.17 eff_mach=1.289 | mode=enroute | atmo T=213.17K RH=  1.2% p=  84.70hPa c=292.69m/s w_proj=+16.79m/s c_eff=309.48m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.8 cutoff=no terminal_alt=[   -2.3,32932.2]m
[sim] emission 66/72 (count= 91.7%, route= 31.4%) time=2026-02-09T18:10:50+00:00 elapsed=  10.83m eta=   1.00m | aircraft lat=+44.0255 lon= -90.0715 alt=17297.3m ( 56749.6ft) speed= 398.8m/s ( 775.2kt) mach=1.17 eff_mach=1.289 | mode=enroute | atmo T=213.22K RH=  1.1% p=  84.23hPa c=292.72m/s w_proj=+16.68m/s c_eff=309.40m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.9 cutoff=no terminal_alt=[  -29.6,32899.4]m
[sim] emission 67/72 (count= 93.1%, route= 31.9%) time=2026-02-09T18:11:00+00:00 elapsed=  11.00m eta=   0.83m | aircraft lat=+44.0123 lon= -90.0232 alt=17332.2m ( 56864.1ft) speed= 398.8m/s ( 775.1kt) mach=1.17 eff_mach=1.289 | mode=enroute | atmo T=213.22K RH=  1.1% p=  83.75hPa c=292.73m/s w_proj=+16.56m/s c_eff=309.29m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.5 cutoff=no terminal_alt=[  -29.2,32848.9]m
[sim] emission 68/72 (count= 94.4%, route= 32.4%) time=2026-02-09T18:11:10+00:00 elapsed=  11.17m eta=   0.67m | aircraft lat=+43.9992 lon= -89.9749 alt=17368.1m ( 56981.9ft) speed= 398.7m/s ( 775.0kt) mach=1.17 eff_mach=1.290 | mode=enroute | atmo T=213.25K RH=  1.1% p=  83.25hPa c=292.74m/s w_proj=+16.43m/s c_eff=309.17m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.0 cutoff=no terminal_alt=[  -42.3,32910.7]m
[sim] emission 69/72 (count= 95.8%, route= 32.9%) time=2026-02-09T18:11:20+00:00 elapsed=  11.33m eta=   0.50m | aircraft lat=+43.9861 lon= -89.9266 alt=17405.2m ( 57103.8ft) speed= 398.7m/s ( 775.0kt) mach=1.17 eff_mach=1.290 | mode=enroute | atmo T=213.24K RH=  1.1% p=  82.74hPa c=292.74m/s w_proj=+16.29m/s c_eff=309.03m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.2 cutoff=no terminal_alt=[  -38.8,33026.2]m
[sim] emission 70/72 (count= 97.2%, route= 33.4%) time=2026-02-09T18:11:30+00:00 elapsed=  11.50m eta=   0.33m | aircraft lat=+43.9731 lon= -89.8782 alt=17443.9m ( 57230.5ft) speed= 398.6m/s ( 774.9kt) mach=1.17 eff_mach=1.291 | mode=enroute | atmo T=213.24K RH=  1.1% p=  82.20hPa c=292.73m/s w_proj=+16.14m/s c_eff=308.87m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.9 cutoff=no terminal_alt=[ -152.9,32890.3]m
[sim] emission 71/72 (count= 98.6%, route= 33.8%) time=2026-02-09T18:11:40+00:00 elapsed=  11.67m eta=   0.17m | aircraft lat=+43.9602 lon= -89.8299 alt=17484.1m ( 57362.6ft) speed= 398.6m/s ( 774.8kt) mach=1.17 eff_mach=1.291 | mode=enroute | atmo T=213.20K RH=  1.1% p=  81.64hPa c=292.71m/s w_proj=+15.96m/s c_eff=308.67m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.0 cutoff=no terminal_alt=[  -28.6,32978.8]m
[sim] emission 72/72 (count=100.0%, route= 34.3%) time=2026-02-09T18:11:50+00:00 elapsed=  11.83m eta=   0.00m | aircraft lat=+43.9473 lon= -89.7816 alt=17526.2m ( 57500.6ft) speed= 398.5m/s ( 774.6kt) mach=1.17 eff_mach=1.292 | mode=enroute | atmo T=213.18K RH=  1.1% p=  81.06hPa c=292.70m/s w_proj=+15.79m/s c_eff=308.48m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.1 cutoff=no terminal_alt=[  -62.2,32990.3]m
[sim] stop reason=max_emissions_reached emissions=72 distance_to_destination=565,839.2 m
[sim] population dataset='bundled:us_metro_population_sample.csv' total=7,400,000 exposed=0 area=9,029.1 km^2
[opt] low-fidelity evaluate cand_0007 (generation=2)
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 435.3m/s ( 846.2kt) mach=1.28 eff_mach=1.407 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=2 ( 25.0%) avg_pts= 102.4 cutoff=no terminal_alt=[ -187.9,32604.1]m
[sim] emission 2/72 (count=  2.8%, route=  0.5%) time=2026-02-09T18:00:10+00:00 elapsed=   0.17m eta=  11.67m | aircraft lat=+44.8711 lon= -93.1714 alt=16565.1m ( 54347.3ft) speed= 411.4m/s ( 799.7kt) mach=1.21 eff_mach=1.330 | mode=takeoff_climb | atmo T=214.83K RH=  1.1% p=  94.62hPa c=293.83m/s w_proj=+15.52m/s c_eff=309.35m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -21.7,32760.3]m
[sim] emission 3/72 (count=  4.2%, route=  1.0%) time=2026-02-09T18:00:20+00:00 elapsed=   0.33m eta=  11.50m | aircraft lat=+44.8573 lon= -93.1201 alt=16621.1m ( 54531.0ft) speed= 419.3m/s ( 815.0kt) mach=1.23 eff_mach=1.356 | mode=takeoff_climb | atmo T=214.76K RH=  1.1% p=  93.85hPa c=293.78m/s w_proj=+15.40m/s c_eff=309.17m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.9 cutoff=no terminal_alt=[  -26.4,32689.4]m
[sim] emission 4/72 (count=  5.6%, route=  1.5%) time=2026-02-09T18:00:30+00:00 elapsed=   0.50m eta=  11.33m | aircraft lat=+44.8436 lon= -93.0691 alt=16668.9m ( 54687.9ft) speed= 416.6m/s ( 809.8kt) mach=1.22 eff_mach=1.348 | mode=takeoff_climb | atmo T=214.75K RH=  1.1% p=  93.18hPa c=293.77m/s w_proj=+15.35m/s c_eff=309.12m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.5 cutoff=no terminal_alt=[  -35.8,32627.5]m
[sim] emission 5/72 (count=  6.9%, route=  2.0%) time=2026-02-09T18:00:40+00:00 elapsed=   0.67m eta=  11.17m | aircraft lat=+44.8299 lon= -93.0181 alt=16709.7m ( 54822.0ft) speed= 417.4m/s ( 811.4kt) mach=1.23 eff_mach=1.351 | mode=takeoff_climb | atmo T=214.65K RH=  1.1% p=  92.62hPa c=293.70m/s w_proj=+15.29m/s c_eff=308.99m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -44.7,32674.2]m
[sim] emission 6/72 (count=  8.3%, route=  2.5%) time=2026-02-09T18:00:50+00:00 elapsed=   0.83m eta=  11.00m | aircraft lat=+44.8162 lon= -92.9671 alt=16744.7m ( 54936.7ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.350 | mode=takeoff_climb | atmo T=214.64K RH=  1.1% p=  92.13hPa c=293.69m/s w_proj=+15.24m/s c_eff=308.94m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  90.8 cutoff=no terminal_alt=[  -47.7,32652.7]m
[sim] emission 7/72 (count=  9.7%, route=  3.0%) time=2026-02-09T18:01:00+00:00 elapsed=   1.00m eta=  10.83m | aircraft lat=+44.8025 lon= -92.9161 alt=16774.6m ( 55034.7ft) speed= 417.2m/s ( 810.9kt) mach=1.23 eff_mach=1.351 | mode=takeoff_climb | atmo T=214.54K RH=  1.1% p=  91.70hPa c=293.63m/s w_proj=+15.20m/s c_eff=308.83m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  91.9 cutoff=no terminal_alt=[  -45.1,32720.1]m
[sim] emission 8/72 (count= 11.1%, route=  3.5%) time=2026-02-09T18:01:10+00:00 elapsed=   1.17m eta=  10.67m | aircraft lat=+44.7887 lon= -92.8651 alt=16800.1m ( 55118.4ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=takeoff_climb | atmo T=214.49K RH=  1.0% p=  91.34hPa c=293.59m/s w_proj=+15.19m/s c_eff=308.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.0 cutoff=no terminal_alt=[  -21.2,32737.9]m
[sim] emission 9/72 (count= 12.5%, route=  4.0%) time=2026-02-09T18:01:20+00:00 elapsed=   1.33m eta=  10.50m | aircraft lat=+44.7750 lon= -92.8142 alt=16821.9m ( 55190.1ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=takeoff_climb | atmo T=214.38K RH=  1.1% p=  91.02hPa c=293.52m/s w_proj=+15.20m/s c_eff=308.71m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.1 cutoff=no terminal_alt=[  -42.0,32730.7]m
[sim] emission 10/72 (count= 13.9%, route=  4.5%) time=2026-02-09T18:01:30+00:00 elapsed=   1.50m eta=  10.33m | aircraft lat=+44.7612 lon= -92.7633 alt=16824.5m ( 55198.5ft) speed= 417.1m/s ( 810.7kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.37K RH=  1.1% p=  90.99hPa c=293.51m/s w_proj=+15.19m/s c_eff=308.71m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.6 cutoff=no terminal_alt=[  -36.2,32689.8]m
[sim] emission 11/72 (count= 15.3%, route=  5.1%) time=2026-02-09T18:01:40+00:00 elapsed=   1.67m eta=  10.17m | aircraft lat=+44.7474 lon= -92.7124 alt=16826.6m ( 55205.2ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.25K RH=  1.1% p=  90.95hPa c=293.43m/s w_proj=+15.23m/s c_eff=308.66m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -17.1,32629.7]m
[sim] emission 12/72 (count= 16.7%, route=  5.6%) time=2026-02-09T18:01:50+00:00 elapsed=   1.83m eta=  10.00m | aircraft lat=+44.7336 lon= -92.6615 alt=16830.3m ( 55217.4ft) speed= 417.1m/s ( 810.7kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.25K RH=  1.1% p=  90.89hPa c=293.43m/s w_proj=+15.30m/s c_eff=308.72m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.1 cutoff=no terminal_alt=[  -57.4,32774.4]m
[sim] emission 13/72 (count= 18.1%, route=  6.1%) time=2026-02-09T18:02:00+00:00 elapsed=   2.00m eta=   9.83m | aircraft lat=+44.7198 lon= -92.6106 alt=16835.8m ( 55235.6ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.21K RH=  1.1% p=  90.81hPa c=293.40m/s w_proj=+15.31m/s c_eff=308.71m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  90.4 cutoff=no terminal_alt=[  -12.2,32733.7]m
[sim] emission 14/72 (count= 19.4%, route=  6.6%) time=2026-02-09T18:02:10+00:00 elapsed=   2.17m eta=   9.67m | aircraft lat=+44.7059 lon= -92.5598 alt=16843.4m ( 55260.5ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.12K RH=  1.1% p=  90.70hPa c=293.34m/s w_proj=+15.36m/s c_eff=308.70m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.5 cutoff=no terminal_alt=[  -36.9,32725.4]m
[sim] emission 15/72 (count= 20.8%, route=  7.1%) time=2026-02-09T18:02:20+00:00 elapsed=   2.33m eta=   9.50m | aircraft lat=+44.6920 lon= -92.5089 alt=16853.1m ( 55292.3ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.11K RH=  1.1% p=  90.56hPa c=293.33m/s w_proj=+15.42m/s c_eff=308.75m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.6 cutoff=no terminal_alt=[  -63.1,32738.6]m
[sim] emission 16/72 (count= 22.2%, route=  7.6%) time=2026-02-09T18:02:30+00:00 elapsed=   2.50m eta=   9.33m | aircraft lat=+44.6781 lon= -92.4581 alt=16865.1m ( 55331.6ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.05K RH=  1.1% p=  90.40hPa c=293.29m/s w_proj=+15.49m/s c_eff=308.78m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.5 cutoff=no terminal_alt=[  -59.0,32725.1]m
[sim] emission 17/72 (count= 23.6%, route=  8.1%) time=2026-02-09T18:02:40+00:00 elapsed=   2.67m eta=   9.17m | aircraft lat=+44.6643 lon= -92.4073 alt=16875.6m ( 55366.3ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=214.03K RH=  1.2% p=  90.25hPa c=293.28m/s w_proj=+15.52m/s c_eff=308.80m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  91.6 cutoff=no terminal_alt=[  -40.3,32636.0]m
[sim] emission 18/72 (count= 25.0%, route=  8.6%) time=2026-02-09T18:02:50+00:00 elapsed=   2.83m eta=   9.00m | aircraft lat=+44.6505 lon= -92.3565 alt=16881.0m ( 55383.8ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.351 | mode=enroute | atmo T=213.96K RH=  1.2% p=  90.18hPa c=293.23m/s w_proj=+15.60m/s c_eff=308.83m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.9 cutoff=no terminal_alt=[  -51.6,32812.1]m
[sim] emission 19/72 (count= 26.4%, route=  9.1%) time=2026-02-09T18:03:00+00:00 elapsed=   3.00m eta=   8.83m | aircraft lat=+44.6367 lon= -92.3056 alt=16882.2m ( 55387.9ft) speed= 417.1m/s ( 810.8kt) mach=1.23 eff_mach=1.350 | mode=enroute | atmo T=213.96K RH=  1.2% p=  90.17hPa c=293.23m/s w_proj=+15.69m/s c_eff=308.92m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +3.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.9 cutoff=no terminal_alt=[  -53.9,32768.1]m
[sim] emission 20/72 (count= 27.8%, route=  9.6%) time=2026-02-09T18:03:10+00:00 elapsed=   3.17m eta=   8.67m | aircraft lat=+44.6230 lon= -92.2547 alt=16880.4m ( 55382.1ft) speed= 417.2m/s ( 810.9kt) mach=1.23 eff_mach=1.350 | mode=enroute | atmo T=213.92K RH=  1.2% p=  90.20hPa c=293.20m/s w_proj=+15.81m/s c_eff=309.01m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +3.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.4 cutoff=no terminal_alt=[  -46.7,32756.2]m
[sim] emission 21/72 (count= 29.2%, route= 10.1%) time=2026-02-09T18:03:20+00:00 elapsed=   3.33m eta=   8.50m | aircraft lat=+44.6093 lon= -92.2038 alt=16876.5m ( 55369.0ft) speed= 417.2m/s ( 811.0kt) mach=1.23 eff_mach=1.350 | mode=enroute | atmo T=213.90K RH=  1.2% p=  90.26hPa c=293.19m/s w_proj=+15.88m/s c_eff=309.06m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +3.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.4 cutoff=no terminal_alt=[  -69.0,32645.1]m
[sim] emission 22/72 (count= 30.6%, route= 10.6%) time=2026-02-09T18:03:30+00:00 elapsed=   3.50m eta=   8.33m | aircraft lat=+44.5956 lon= -92.1529 alt=16871.0m ( 55351.2ft) speed= 417.2m/s ( 811.0kt) mach=1.23 eff_mach=1.349 | mode=enroute | atmo T=213.90K RH=  1.2% p=  90.34hPa c=293.19m/s w_proj=+16.00m/s c_eff=309.19m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +3.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.8 cutoff=no terminal_alt=[  -55.7,32765.3]m
[sim] emission 23/72 (count= 31.9%, route= 11.1%) time=2026-02-09T18:03:40+00:00 elapsed=   3.67m eta=   8.17m | aircraft lat=+44.5819 lon= -92.1019 alt=16864.8m ( 55330.7ft) speed= 417.3m/s ( 811.1kt) mach=1.23 eff_mach=1.349 | mode=enroute | atmo T=213.85K RH=  1.2% p=  90.43hPa c=293.15m/s w_proj=+16.11m/s c_eff=309.26m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +3.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -22.5,32705.8]m
